*ContactName,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,*TrackingOption1,TrackingName2,TrackingOption2,Currency
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,41e6565461ba87aa4b3fd5c22b8c29a5dc08ca30,17/11/18,17/11/18,,,"Energy sales,TC, From 486333",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,867e6d12f6db344fc24a1de148ce7a391ef80e28,17/11/18,17/11/18,,,"Energy sales,TC, From 455619",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kwa-waridi,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,3e962b52b317cc040b0f1c6a7de4472e95522655,17/11/18,17/11/18,,,"Energy sales,TC, From 148751",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,c72d879de599cf4b984edf765f08526a756672e7,17/11/18,17/11/18,,,"Energy sales,TC, From 864836",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,ceb450cdccb06ffa8cb68dd6128a38816c571180,17/11/18,17/11/18,,,"Energy sales,MOMO, From 143659",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gahindano,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0b496b10f33dd4db6314c9ff299a029527471393,17/11/18,17/11/18,,,"Energy sales,TC, From 126783",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kagoma1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,fd0aecc850dc35738dd1b3a96f319053d83b0c18,17/11/18,17/11/18,,,"Energy sales,TC, From 124497",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b2329c3b06315091c0e4b429fd767bca0b1e8d9b,17/11/18,17/11/18,,,"Energy sales,TC, From 171892",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,bc7e95ca8383e0ba125eb78201aa665202d4db14,17/11/18,17/11/18,,,"Energy sales,MOMO, From 159179",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ffd454ee4b6ecd8b65f9bab1ccaa5be9d57f0ffb,17/11/18,17/11/18,,,"Energy sales,TC, From 138093",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karisizo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ca62061f835ed231934f494b75ccdd1e26953211,17/11/18,17/11/18,,,"Energy sales,TC, From 122265",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,e6648d941084325c0e05fa0c094d9e0448b72f21,17/11/18,17/11/18,,,"Energy sales,TC, From 120798",1,"2,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,giturusu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d4f3f5665a2f9a79746aec0f4598fd8e8ca22274,17/11/18,17/11/18,,,"Energy sales,TC, From 113240",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,giturusu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ad759bf76c2a156385033d5b2acbefd171c8a90a,17/11/18,17/11/18,,,"Energy sales,TC, From 125567",1,700,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f6df0b337b2e356720cd0567c0caea5ef7d77a72,17/11/18,17/11/18,,,"Energy sales,TC, From 299961",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,05023d0b16e41e55a3c637f84f6bf08b66c4215e,17/11/18,17/11/18,,,"Energy sales,TC, From 554203",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,347d60b7665cb6577674204ac8171edddcceb2fe,17/11/18,17/11/18,,,"Energy sales,TC, From 171259",1,900,,P&L 1.1,Sale Exempt (0%),,,,SITES,gihandagazi1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,2612f3b3d88d72f4da9313e5d55db2662a1ec55f,17/11/18,17/11/18,,,"Energy sales,TC, From 799780",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rugaju1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,57c93f2f2b264c72996bc284a6d1f828005dffdd,17/11/18,17/11/18,,,"Energy sales,TC, From 539229",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karisizo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,2f660d8727dab262ece106f4ea9159234a685bc1,17/11/18,17/11/18,,,"Energy sales,TC, From 482977",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,49f6ce42eeebe36561195c94865a1bc66a0e7b5e,17/11/18,17/11/18,,,"Energy sales,TC, From 116934",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gasagara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,90eeb1b7a700a0797ecea487372a1fb78301fcb9,17/11/18,17/11/18,,,"Energy sales,TC, From 656664",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,61cb3df39f36880051dc806687a78d2203aa4c4c,17/11/18,17/11/18,,,"Energy sales,TC, From 122860",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,20eaf5d3c811b4f4eea3f44138b10bfed4488039,17/11/18,17/11/18,,,"Energy sales,TC, From 112955",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,321c8ec641db54957b69b2c707d35e236f712e6a,17/11/18,17/11/18,,,"Energy sales,TC, From 182652",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gasagara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,c533fbcb9041dfde32f46eb96587d309ee13e6dd,17/11/18,17/11/18,,,"Energy sales,TC, From 512112",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9727b8ed4c1518f7512d9fab2e630de95cd96c2f,17/11/18,17/11/18,,,"Energy sales,TC, From 341968",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,93a762524de46aab0c3792dc0e244915cb6a828d,17/11/18,17/11/18,,,"Energy sales,TC, From 183679",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,214caabbec957b2ee493fa999d9bc75b708947be,17/11/18,17/11/18,,,"Energy sales,TC, From 181290",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,giturusu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,2d1692074aff3665fa11840d69b9fe6d2cd36f3e,17/11/18,17/11/18,,,"Energy sales,TC, From 600164",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,muriza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d7b59d2acf23f1d3ca15980fe6b5fa24553f1f15,17/11/18,17/11/18,,,"Energy sales,TC, From 674965",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kumbuga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,bf57cd02cad592b6c7d6d20373a05ebf76065de1,17/11/18,17/11/18,,,"Energy sales,TC, From 147073",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,marinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,2f83cba128838b5aa2029d2fa8ad06b320292240,17/11/18,17/11/18,,,"Energy sales,TC, From 147734",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kumbuga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0588b344947a4c9f879b0025d4b3853e16658633,17/11/18,17/11/18,,,"Energy sales,TC, From 209170",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mugororo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,413d5a86ad3dd4f7823b45a42b0bd25aaa14f243,17/11/18,17/11/18,,,"Energy sales,TC, From 119211",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,637b4ec3fd48ec5f6e1257057dd363f44e150992,17/11/18,17/11/18,,,"Energy sales,TC, From 419083",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kasebigege1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,03505e14f5b626d52048e791c93538a241d7a8fe,17/11/18,17/11/18,,,"Energy sales,TC, From 164551",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0f6e30510eab9ee9bd141f1d71983fd64f98e3b0,17/11/18,17/11/18,,,"Energy sales,TC, From 235645",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ecb08d51be11e01c2ed64036aef917e6c6f45b1b,17/11/18,17/11/18,,,"Energy sales,TC, From 136311",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b0a428d44d801c650f6aa9e1a038c8df3fe9f91c,17/11/18,17/11/18,,,"Energy sales,TC, From 175532",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kumbuga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,40ba273b263f283500ba61bf944f47f7d10d2cf0,17/11/18,17/11/18,,,"Energy sales,TC, From 101754",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a67a8db3c468152b421067bae80d0461914cc3fa,17/11/18,17/11/18,,,"Energy sales,TC, From 504780",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga2,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a7cae5e63f2c7672abb2a07dcd31fc5afc8e3061,17/11/18,17/11/18,,,"Energy sales,TC, From 170003",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,7e90b1c647bdaeb0581bc29a3c2b4e84b2118689,17/11/18,17/11/18,,,"Energy sales,MOMO, From 960274",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4fc108f1b9fa4007da24408594cbb811f3a9218b,17/11/18,17/11/18,,,"Energy sales,TC, From 121685",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,63465e17affb27b6c6bc5eaf4b1e0005ade9c60e,17/11/18,17/11/18,,,"Energy sales,TC, From 232891",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gakiriro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1ec881be2a2e26e304c3e94f43faf0e015ad2d7b,17/11/18,17/11/18,,,"Energy sales,TC, From 172977",1,"1,180",,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,3606d6eb1d6b96f423a098c37fb9c985b0880869,17/11/18,17/11/18,,,"Energy sales,TC, From 170281",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,09e079b691e9e749e28ba5b91757978eefd51570,17/11/18,17/11/18,,,"Energy sales,TC, From 651523",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,e9ba4b0992faea883b7a1f73ee9f012084442148,17/11/18,17/11/18,,,"Energy sales,MOMO, From 100885",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,decfdc3bce43fb271130f23cb64ff74aa08b7f9b,17/11/18,17/11/18,,,"Energy sales,TC, From 724752",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,akajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a8f6cf82542eb9173f2a8add9aeee533435fe6a9,17/11/18,17/11/18,,,"Energy sales,TC, From 518210",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,cbf6785a4a4f8abd69987a47228caf05e64ccc3e,17/11/18,17/11/18,,,"Energy sales,TC, From 150778",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,58b5c3c7578e2a667bdb2de3df41d7f539bd1fe0,17/11/18,17/11/18,,,"Energy sales,TC, From 737727",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kumbuga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,06ebca89cc53e1bd830ac25b34517b673db1ff33,17/11/18,17/11/18,,,"Energy sales,TC, From 280915",1,550,,P&L 1.1,Sale Exempt (0%),,,,SITES,gihandagazi1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ec225ed678397cc81549aaca72a54adb4eefc9af,17/11/18,17/11/18,,,"Energy sales,TC, From 134519",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5c6f6d97fc265b9d6dbaa616073c7499ffc21fc5,17/11/18,17/11/18,,,"Energy sales,TC, From 121920",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0d7829638742c5d6bec68b827b4e1a379e09ce57,17/11/18,17/11/18,,,"Energy sales,TC, From 665221",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,87b8e5ec98607e0aeedd8c3a01f214823bb1012b,17/11/18,17/11/18,,,"Energy sales,TC, From 910285",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gahindano,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,62d032088f3dc38e6ed0718eb4abadcdf28f0531,17/11/18,17/11/18,,,"Energy sales,TC, From 375067",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kasebigege1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,40b4fd4908f42b120199e3c568cb47478498e871,17/11/18,17/11/18,,,"Energy sales,TC, From 176512",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,rugaju1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,abcd67a4d51825c0394a96e9dace525c44536ac7,17/11/18,17/11/18,,,"Energy sales,TC, From 179221",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rugaju1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,826cce1484ed81ec874d638c2f4c98a3eaee7f75,17/11/18,17/11/18,,,"Energy sales,MOMO, From 365764",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karisizo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,929e962fc30404160fe5e43cde22cf8d5326c6eb,17/11/18,17/11/18,,,"Energy sales,TC, From 518236",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,947ed0bb0e90af937c9f6b626001be0344ab6ea4,17/11/18,17/11/18,,,"Energy sales,TC, From 155054",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5418ea1189f88fffd9fb4bd908f038d8ce9da17d,17/11/18,17/11/18,,,"Energy sales,TC, From 698831",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rugaju1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5b1fc3fbe2ab7d89f8229f739a56ff121d2f70b7,17/11/18,17/11/18,,,"Energy sales,TC, From 106225",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karisizo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,909fe921a14992683997b97b53cf1c4fe9438ab6,17/11/18,17/11/18,,,"Energy sales,TC, From 183371",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rugaju1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,025170b514ad96aadc4bc6f8c2d25bc57b2229b6,17/11/18,17/11/18,,,"Energy sales,TC, From 106796",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,3b3243b4ff88d561a1852574ccd93473f2be8b0b,17/11/18,17/11/18,,,"Energy sales,TC, From 171199",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ffe20edbe7ed964197dbdfb19e35e8b9cf250f9c,17/11/18,17/11/18,,,"Energy sales,TC, From 102360",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga2,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a5004fd4c23d0b50f13d35049319d89d36f328c0,17/11/18,17/11/18,,,"Energy sales,TC, From 130418",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f9394a462e9fef955192650e14bdad6a4f092f2c,17/11/18,17/11/18,,,"Energy sales,TC, From 122001",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kasebigege1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,447f3e8a3507b69d54c17a194c81d122c12f9f99,17/11/18,17/11/18,,,"Energy sales,TC, From 103755",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rugaju1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,e1b27c64e1f080d589f482c869f56c4d15798639,17/11/18,17/11/18,,,"Energy sales,TC, From 322031",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kinyaro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,884760391204390776c422ccdff548424b0220a1,17/11/18,17/11/18,,,"Energy sales,TC, From 318878",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b854990b9b04358d90fe4239bb001c1aa8e37631,17/11/18,17/11/18,,,"Energy sales,TC, From 128770",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ff5614ccf1e0d4f14af6566af15221dc7cdb2c3f,17/11/18,17/11/18,,,"Energy sales,TC, From 473475",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,akajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,e698fbceca0b294e4d3cafbc1d99c03e688752e0,17/11/18,17/11/18,,,"Energy sales,TC, From 969087",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nunga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,93f45d2a5dd201a172bb044dc88734ac9361a3cd,17/11/18,17/11/18,,,"Energy sales,TC, From 969087",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nunga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b7e9a81e39a0fdb5d6e80eefce5bea0323daa682,17/11/18,17/11/18,,,"Energy sales,TC, From 653904",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b85655f799cce2c72d4b6693ecd3985481c7fe12,17/11/18,17/11/18,,,"Energy sales,TC, From 162117",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f94fd22675f904a56b02da397a20b074062d52a9,17/11/18,17/11/18,,,"Energy sales,TC, From 166223",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,uruyenzi1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,cbb25c399d5565c49b8222581519022fa6cc2526,17/11/18,17/11/18,,,"Energy sales,TC, From 175615",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ccde0d4d8cf6bdfecb96fe21c9ec5308c28aee30,17/11/18,17/11/18,,,"Energy sales,TC, From 555945",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kabeza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,19e1bb7bda6fe56ced307388577fb077011f5db3,17/11/18,17/11/18,,,"Energy sales,TC, From 106627",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,cyabayagara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,086fa0d68634d03139a52791467571bb15375c8a,17/11/18,17/11/18,,,"Energy sales,TC, From 658323",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4238d3729f107a843b63a5e6389159170bda1b3a,17/11/18,17/11/18,,,"Energy sales,TC, From 134005",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,giturusu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9aceeadc1a406fcbb2f6d710e04b0b26e4d99e3e,17/11/18,17/11/18,,,"Energy sales,TC, From 169094",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7cb274b5f707482fd1792b84542e1f79a60ce1f3,17/11/18,17/11/18,,,"Energy sales,TC, From 180104",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4626e9cbc2612982b41c2958be6e84e089af8d31,17/11/18,17/11/18,,,"Energy sales,TC, From 622746",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8d02a302bb9ec0fc0dbfb5eec916be24c2119e3c,17/11/18,17/11/18,,,"Energy sales,TC, From 894767",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,40ecbb77b30d4bef47203fc674ac3fdad598aebe,17/11/18,17/11/18,,,"Energy sales,TC, From 148976",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1ae78645a5ca073083cf228fdd18b0af6ede94d4,17/11/18,17/11/18,,,"Energy sales,TC, From 425608",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,daee5be7ce5e27e924082f281605c1c32e73bf0b,17/11/18,17/11/18,,,"Energy sales,TC, From 927223",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,757da17489b04c55baee595625a4b628f82c639f,17/11/18,17/11/18,,,"Energy sales,TC, From 135233",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nunga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,eb0dfb58808d704138d0a240bc8f06bd6049f1d9,17/11/18,17/11/18,,,"Energy sales,TC, From 176524",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1907e8b66a951a4b0e926f2b73ef050a205fa7d9,17/11/18,17/11/18,,,"Energy sales,TC, From 103496",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kibungo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0091679c3e76fe24971d5028f53a919dc81be08f,17/11/18,17/11/18,,,"Energy sales,TC, From 362561",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,362f87e3d0c13812866ff53751f29c09f2708ecf,17/11/18,17/11/18,,,"Energy sales,TC, From 635740",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,nyakabungo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f7172041f8ef50fdde3d38e5125421c135720d96,17/11/18,17/11/18,,,"Energy sales,TC, From 507311",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,bbb4d4b11b63a19687196353becaa64516fe17a5,17/11/18,17/11/18,,,"Energy sales,TC, From 832878",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rondpoint1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b487ed5fef23ee34ccc96bf930d4c523e68a6cb2,17/11/18,17/11/18,,,"Energy sales,TC, From 165376",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza3,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b31a7776d0133c3f891212da884aea544812f37b,17/11/18,17/11/18,,,"Energy sales,TC, From 143200",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,3fde3f5a5f0fa50924380868d8ca8415a3efe388,17/11/18,17/11/18,,,"Energy sales,TC, From 160225",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,6d52177cc666d014a20a87467feebbf527c81547,17/11/18,17/11/18,,,"Energy sales,MOMO, From 798186",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
